fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
L1R,Whitby Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1S,Ajax Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1T,Ajax Northwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1V,Pickering Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1W,Pickering South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1X,Pickering Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1Y,Pickering North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L1Z,Ajax East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2A,Fort Erie,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2E,Niagara Falls Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2G,Niagara Falls Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2H,Niagara Falls West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2J,Niagara Falls North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2M,St. Catharines Northeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2N,St. Catharines Northwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2P,St. Catharines East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2R,St. Catharines Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2S,St. Catharines Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2T,St. Catharines South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2V,St. Catharines Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L2W,St. Catharines West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3B,Welland East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3C,Welland West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3K,Port Colborne,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3M,Grimsby,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3P,Markham Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3R,Markham Outer Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3S,Markham Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3T,Thornhill East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3V,Orillia,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3X,Newmarket Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3Y,Newmarket Northeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L3Z,Bradford,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4A,Stouffville,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4B,Richmond Hill Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4C,Richmond Hill Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4E,Richmond Hill North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4G,Aurora,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4H,Woodbridge North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4J,Thornhill West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4K,Concord,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4L,Woodbridge South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4M,Barrie North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4N,Barrie South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4P,Keswick,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4R,Midland,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4S,Richmond Hill Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4T,Mississauga (Malton),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4V,Mississauga (Wildwood),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4W,Mississauga (Matheson / East Rathwood),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4X,Mississauga (East Applewood / East Dixie / NE Lakeview),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4Y,Mississauga (West Applewood / West Dixie / NW Lakeview),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L4Z,Mississauga (West Rathwood / East Hurontario / SE Gateway),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5A,Mississauga (Mississauga Valleys / East Cooksville),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5B,Mississauga (West Cooksville / Fairview / City Centre / East Creditview),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5C,Mississauga (West Creditview / Mavis / Erindale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5E,Mississauga (Central Lakeview),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5G,Mississauga (SW Lakeview / Mineola / East Port Credit),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5H,Mississauga (West Port Credit / Lorne Park / East Sheridan),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5J,Mississauga (Clarkson / Southdown),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5K,Mississauga (West Sheridan),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5L,Mississauga (Erin Mills / Western Business Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5M,Mississauga (Churchill Meadows / Central Erin Mills / South Streetsville),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5N,Mississauga (Lisgar / Meadowvale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5P,Mississauga (YYZ),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5R,Mississauga (West Hurontario / SW Gateway),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5S,Mississauga (Cardiff / NE Gateway),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5T,Mississauga (Courtney Park / East Gateway),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5V,Mississauga (East Credit),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L5W,Mississauga (Meadowvale Village / West Gateway),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6A,Maple,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6B,Markham East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6C,Markham Northwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6E,Markham Northeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6G,Markham Inner Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6H,Oakville North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6J,Oakville Northeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6K,Oakville East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6L,Oakville South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6M,Oakville West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6P,Brampton North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6R,Brampton Northwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6S,Brampton North Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6T,Brampton East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6V,Brampton Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6W,Brampton Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6X,Brampton Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6Y,Brampton South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L6Z,Brampton West Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7A,Brampton West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7B,King City,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7C,Caledon,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7E,Bolton,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7G,Georgetown,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7J,Acton,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7K,Caledon Village,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7L,Burlington Northeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7M,Burlington North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7N,Burlington East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7P,Burlington West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7R,Burlington Southeast,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7S,Burlington South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L7T,Burlington Southwest,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8B,Waterdown,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8E,Hamilton (Confederation Park / Nashdale / East Kentley / Riverdale / Lakely / Grayside / North Stoney Creek),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8G,Hamilton (Greenford / North Gershome / West Stoney Creek),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8H,Hamilton (West Kentley / McQuesten / Parkview / Hamilton Beach / East Industrial Sector / Normanhurst / Homeside / East Crown Point),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8J,Hamilton (East Albion Falls / South Stoney Creek),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8K,Hamilton (East Delta / Bartonville / Glenview / Rosedale / Lower King's Forest / Red Hill / Corman / Vincent / South Gershome),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8L,Hamilton (West Industrial Sector / West Crown Point / North Stipley / North Gibson / Landsdale / Keith / North End / Beasley),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8M,Hamilton (West Delta / Blakeley / South Stipley / South Gibson / St. Clair),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8N,Hamilton (Stinson / Corktown),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8P,Hamilton (Durand / Kirkendall / Chedoke Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8R,Hamilton (Central / Strathcona / South Dundurn),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8S,Hamilton (Westdale / Cootes Paradise / Ainslie Wood),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8T,Hamilton (Sherwood / Huntington / Upper King's Forest / Lisgar / Berrisfield / Hampton Heights / Sunninghill),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8V,Hamilton (Raleigh / Macassa / Lawfield / Thorner / Burkholme / Eastmount),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L8W,Hamilton (West Albion Falls / Hannon / Rymal / Trenholme / Quinndale / Templemead / Broughton / Eleanor / Randall / Rushdale / Butler / East Chappel),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9A,Hamilton (Crerar / Bruleville / Hill Park / Inch Park / Centremount / Balfour / Greeningdon / Jerome),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9B,Hamilton (Barnstown / West Chappel / Allison / Ryckmans / Mewburn / Sheldon / Falkirk / Carpenter / Kennedy / Southwest Outskirts),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9C,Hamilton (Southam / Bonnington / Yeoville / Kernighan / Gourley / Rolston / Buchanan / Mohawk / Westcliffe / Gilbert / Gilkson / Gurnett / Fessenden / Mountview),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9E,Milton,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9G,Ancaster West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9H,Dundas,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9J,Barrie,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
