fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
L9K,Ancaster East,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9L,Port Perry,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9M,Penetanguishene,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9N,Holland Landing,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9P,Uxbridge,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9R,Alliston,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9S,Innisfil,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9T,Milton,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9V,Orangeville North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9W,Orangeville South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9X,Midhurst,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9Y,Collingwood,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
L9Z,Wasaga Beach,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1B,Scarborough (Malvern / Rouge River),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1C,Scarborough (Rouge Hill / Port Union / Highland Creek),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1E,Scarborough (Guildwood / Morningside / Ellesmere),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1G,Scarborough (Woburn),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1H,Scarborough (Cedarbrae),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1J,Scarborough (Eglinton),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1K,Scarborough (Kennedy Park / Ionview / East Birchmount Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1L,Scarborough (The Golden Mile / Clairlea / Oakridge / Birchmount Park East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1M,Scarborough (Cliffside / Cliffcrest / Scarborough Village West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1N,Scarborough (Birch Cliff / Cliffside West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1P,Scarborough (Dorset Park / Wexford Heights / Scarborough Town Centre),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1R,Scarborough (Wexford / Maryvale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1S,Scarborough (Agincourt),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1T,Scarborough (Clarks Corners / Tam O'Shanter / Sullivan),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1V,Scarborough (Milliken / Agincourt North / Steeles East / L'Amoreaux East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1W,Scarborough (Steeles West / L'Amoreaux West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M1X,Scarborough (Upper Rouge),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2H,North York (Hillcrest Village),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2J,North York (Fairview / Henry Farm / Oriole),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2K,North York (Bayview Village),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2L,North York (York Mills / Silver Hills),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2M,Willowdale East (Newtonbrook),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2N,Willowdale South,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2P,North York (York Mills West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M2R,Willowdale West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3A,North York (York Heights / Victoria Village / Parkway East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3B,Don Mills North,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3C,Don Mills South (Flemingdon Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3H,North York (Armour Heights / Wilson Heights / Downsview North),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3J,North York (Northwood Park / York University),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3K,Downsview East (CFB Toronto),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3L,Downsview West,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3M,Downsview Central,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M3N,North York (Jane and Finch),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4A,North York (Sweeney Park / Wigmore Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4B,East York (Parkview Hill / Woodbine Gardens),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4C,East York (Woodbine Heights),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4E,East Toronto (The Beaches),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4G,East York (Leaside),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4H,East York (Thorncliffe Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4J,East Toronto (The Danforth East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4K,East Toronto (The Danforth West / Riverdale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4L,East Toronto (India Bazaar / The Beaches West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4M,East Toronto (Studio District),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4N,Central Toronto (Lawrence Park East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4P,Central Toronto (Davisville North),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4R,Central Toronto (North Toronto West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4S,Central Toronto (Davisville),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4T,Central Toronto (Moore Park / Summerhill East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4V,Central Toronto (Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4W,Downtown Toronto (Rosedale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4X,Downtown Toronto (St. James Town / Cabbagetown),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M4Y,Downtown Toronto (Church and Wellesley),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5A,Downtown Toronto (Regent Park / Port of Toronto),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5B,Downtown Toronto (Ryerson),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5C,Downtown Toronto (St. James Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5E,Downtown Toronto (Berczy Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5G,Downtown Toronto (Central Bay Street),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5H,Downtown Toronto (Richmond / Adelaide / King),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5J,Downtown Toronto (Harbourfront East / Union Station / Toronto Island),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5K,Downtown Toronto (Toronto Dominion Centre / Design Exchange),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5L,Downtown Toronto (Commerce Court / Victoria Hotel),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5M,North York (Bedford Park / Lawrence Park West / Lawrence Manor East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5N,Central Toronto (Roselawn),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5P,Central Toronto (Forest Hill North & West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5R,Central Toronto (The Annex / North Midtown / Yorkville),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5S,Downtown Toronto (University of Toronto / Harbord),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5T,Downtown Toronto (Kensington Market / Chinatown / Grange Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5V,Downtown Toronto (CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst Quay / South Niagara / YTZ),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5W,Downtown Toronto Stn A PO Boxes 25 The Esplanade (Enclave of M5E),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M5X,Downtown Toronto (Underground city),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6A,North York (Lawrence Manor / Lawrence Heights),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6B,North York (Glencairn),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6C,York (Cedarvale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6E,York (Fairbank / Oakwood),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6G,Downtown Toronto (Christie),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6H,West Toronto (Dufferin / Dovercourt Village),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6J,West Toronto (Rua Aþores / Trinity),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6K,West Toronto (Brockton / Parkdale Village / Exhibition Place),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6L,North York (North Park / Maple Leaf Park / Upwood Park),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6M,York (Del Ray / Keelsdale / Mount Dennis / Silverthorne),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6N,York (Runnymede / The Junction North),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6P,West Toronto (High Park / The Junction South),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6R,West Toronto (Parkdale / Roncesvalles Village),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M6S,West Toronto (Bloor West Village / Swansea),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M7A,Queen's Park Ontario Provincial Government,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M7Y,East Toronto Business Reply Mail Processing Centre 969 Eastern (Enclave of M4L),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M8V,Etobicoke (New Toronto / Mimico South / Humber Bay Shores),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M8W,Etobicoke (Alderwood / Long Branch),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M8X,Etobicoke (The Kingsway / Montgomery Road / Old Mill North),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M8Y,Etobicoke (Old Mill South / King's Mill Park / Sunnylea / Humber Bay / Mimico NE / The Queensway East / Royal York South East / Kingsway Park South East),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M8Z,Etobicoke (Mimico NW / The Queensway West / South of Bloor / Kingsway Park South West / Royal York South West),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9A,Etobicoke (Islington Avenue),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9B,Etobicoke (West Deane Park / Princess Gardens / Martin Grove / Islington / Cloverdale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9C,Etobicoke (Eringate / Bloordale Gardens / Old Burnhamthorpe / Markland Woods),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9L,North York (Humber Summit),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9M,North York (Humberlea / Emery),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9N,Weston,Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9P,Etobicoke (Westmount),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9R,Etobicoke (Kingsview Village / St. Phillips / Martin Grove Gardens / Richview Gardens),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9V,Etobicoke (South Steeles / Silverstone / Humbergate / Jamestown / Mount Olive / Beaumond Heights / Thistletown / Albion Gardens),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
M9W,Etobicoke Northwest (Clairville / Humberwood / Woodbine Downs / West Humber / Kipling Heights / Rexdale / Elms / Tandridge / Old Rexdale),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
N0A,West Haldimand (Port Dover),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
N0B,Wellington (Elora),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
N0C,Georgian Bay Southwest Shore (Dundalk),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
N0E,Brant and Norfolk (Waterford),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
N0G,Huron (Wingham),Toronto,1204.7,1260.4,1892.0,703.9,740.7,35.0,37.0,56.0,21.0,22.0,320.0,340.0,500.0,190.0,200.0,1300.0,1300.0,2000.0,750.0,790.0
