fsa,name_/_area,rovince_/_territory,lat,lon,nearest_major_airport,airport_iata,airport_sl_km,"dist_set_a_km
(yvr+sfo)","dist_set_b_km
(yyz+jfk)",further_set,d1_name,d1_sl_km,d1_driving_km,d1_driving_hrs,d2_name,d2_sl_km,d2_driving_km,d2_driving_hrs,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,"set_airport_1
(iata)",co2e_set1_kg,co2e_set2_kg
T5T,Edmonton West (West Jasper Place / West Edmonton Mall),Alberta,53.5185,-113.6579,Edmonton Intl,YEG,23.8,1353.3,2992.3,B,Banff / Lake Louise AB,272.3,481.56,6.5387,Waterton Lakes AB,497.1,568.49,6.8686,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T5V,Edmonton (Central Mistatim),Alberta,53.5848,-113.6224,Edmonton Intl,YEG,30.7,1360.1,2991.2,B,Banff / Lake Louise AB,279.6,492.27,6.7031,Saskatoon SK,493.6,533.04,6.4176,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T5W,Edmonton (Central Beverly),Alberta,53.5645,-113.4022,Edmonton Intl,YEG,30.7,1367.6,2976.5,B,Banff / Lake Louise AB,286.4,490.6,6.7083,Cranbrook BC,479.5,695.17,8.6818,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T5X,Edmonton (East Castledowns),Alberta,53.6313,-113.5245,Edmonton Intl,YEG,35.9,1367.9,2985.8,B,Banff / Lake Louise AB,287.6,500.09,6.7975,Dawson Creek BC,491.7,576.75,7.0745,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T5Y,Edmonton (Landbank / Oliver / East Lake District),Alberta,53.6585,-113.3614,Edmonton Intl,YEG,41.4,1376.9,2975.7,B,Banff / Lake Louise AB,296.4,498.26,6.7797,Dawson Creek BC,499.4,583.53,7.1162,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T5Z,Edmonton (West Lake District),Alberta,53.6365,-113.4673,Edmonton Intl,YEG,37.1,1370.7,2982.1,B,Banff / Lake Louise AB,290.3,488.22,6.8062,Dawson Creek BC,494.7,580.16,7.0657,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6A,Edmonton (North Capilano),Alberta,53.5482,-113.4318,Edmonton Intl,YEG,28.3,1365.1,2978.1,B,Banff / Lake Louise AB,283.8,478.39,6.6276,Saskatoon SK,480.4,522.67,6.2424,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6B,Edmonton (SE Capilano / West Southeast Industrial / East Bonnie Doon),Alberta,53.5128,-113.4194,Edmonton Intl,YEG,25.0,1362.8,2976.6,B,Banff / Lake Louise AB,281.2,474.68,6.5144,Waterton Lakes AB,497.3,561.61,6.8443,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6C,Edmonton (Central Bonnie Doon),Alberta,53.522,-113.459,Edmonton Intl,YEG,24.9,1361.9,2979.4,B,Banff / Lake Louise AB,280.4,473.86,6.5367,Waterton Lakes AB,498.1,560.79,6.8667,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6E,Edmonton (South Bonnie Doon / East University),Alberta,53.4914,-113.4802,Edmonton Intl,YEG,21.3,1358.5,2980.2,B,Banff / Lake Louise AB,276.8,468.9,6.4156,Waterton Lakes AB,494.7,555.83,6.7456,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6G,Edmonton (West University / Strathcona Place),Alberta,53.521,-113.5324,Edmonton Intl,YEG,23.7,1358.7,2984.1,B,Banff / Lake Louise AB,277.4,472.96,6.5162,Dawson Creek BC,497.8,586.32,7.1284,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6H,Edmonton (Southgate / North Riverbend),Alberta,53.3753,-113.4585,Edmonton Intl,YEG,10.9,1350.3,2976.6,B,Banff / Lake Louise AB,267.7,460.41,6.3174,Waterton Lakes AB,481.9,547.34,6.6474,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6J,Edmonton (Kaskitayo),Alberta,53.4564,-113.521,Edmonton Intl,YEG,16.8,1354.0,2982.2,B,Banff / Lake Louise AB,272.1,466.58,6.3893,Waterton Lakes AB,490.6,553.51,6.7192,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6K,Edmonton (West Mill Woods),Alberta,53.4609,-113.4519,Edmonton Intl,YEG,18.8,1357.3,2977.8,B,Banff / Lake Louise AB,275.3,467.42,6.411,Waterton Lakes AB,491.4,554.35,6.741,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6L,Edmonton (East Mill Woods),Alberta,53.4593,-113.4145,Edmonton Intl,YEG,19.9,1358.8,2975.3,B,Banff / Lake Louise AB,276.7,469.78,6.4383,Waterton Lakes AB,491.4,556.71,6.7683,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6M,Edmonton Southwest,Alberta,53.4593,-113.6546,Edmonton Intl,YEG,17.4,1348.7,2991.0,B,Banff / Lake Louise AB,267.0,478.85,6.5348,Dawson Creek BC,494.8,582.89,7.0828,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6N,Edmonton (South Industrial),Alberta,53.465,-113.4776,Edmonton Intl,YEG,18.6,1356.6,2979.5,B,Banff / Lake Louise AB,274.6,466.6,6.3681,Waterton Lakes AB,491.7,553.53,6.698,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6P,Edmonton (East Southeast Industrial / South Clover Bar),Alberta,53.5078,-113.3723,Edmonton Intl,YEG,26.0,1364.4,2973.5,B,Banff / Lake Louise AB,282.7,480.57,6.5682,Waterton Lakes AB,497.0,567.5,6.8982,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6R,Edmonton (Riverbend),Alberta,53.4567,-113.5801,Edmonton Intl,YEG,16.3,1351.6,2986.0,B,Banff / Lake Louise AB,269.7,472.55,6.4666,Dawson Creek BC,499.1,590.8,7.1697,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6S,Edmonton (North Clover Bar),Alberta,53.5806,-113.3374,Edmonton Intl,YEG,34.1,1371.6,2972.6,B,Banff / Lake Louise AB,290.5,489.08,6.6403,Cranbrook BC,482.7,693.66,8.6137,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6T,Edmonton (Meadows),Alberta,53.4617,-113.371,Edmonton Intl,YEG,21.9,1360.8,2972.5,B,Banff / Lake Louise AB,278.8,473.13,6.4838,Waterton Lakes AB,491.9,560.06,6.8137,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6V,Edmonton (West Castledowns),Alberta,53.6112,-113.5746,Edmonton Intl,YEG,33.5,1364.2,2988.6,B,Banff / Lake Louise AB,283.9,497.34,6.7829,Saskatoon SK,491.4,530.17,6.4088,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6W,Edmonton (Heritage Valley),Alberta,53.4179,-113.5785,Edmonton Intl,YEG,12.0,1348.6,2985.2,B,Banff / Lake Louise AB,266.4,463.29,6.3807,Waterton Lakes AB,486.1,550.22,6.7107,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T6X,Edmonton (Ellerslie),Alberta,53.4154,-113.4178,Edmonton Intl,YEG,15.9,1355.2,2974.7,B,Banff / Lake Louise AB,272.8,465.86,6.3829,Waterton Lakes AB,486.5,552.79,6.7129,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7A,Drayton Valley,Alberta,53.2168,-114.9854,Calgary Intl,YYC,242.9,1274.8,3074.2,B,Banff / Lake Louise AB,201.7,351.79,5.4675,Williams Lake BC,496.8,851.39,11.2341,1471.4,1377.6,1594.5,YYZ,567.3,660.9
T7E,Edson,Alberta,53.5834,-116.4356,Edmonton Intl,YEG,191.5,1254.0,3174.8,B,Banff / Lake Louise AB,234.5,338.01,5.8564,Lethbridge AB,498.7,646.12,8.0187,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7N,Barrhead,Alberta,54.1334,-114.4021,Edmonton Intl,YEG,106.4,1375.2,3052.2,B,Banff / Lake Louise AB,310.6,491.83,7.1523,Fort St. John BC,471.9,581.82,7.2448,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7P,Westlock,Alberta,54.1502,-113.8688,Edmonton Intl,YEG,95.4,1396.9,3018.4,B,Banff / Lake Louise AB,325.8,527.77,7.5781,Prince Albert NP SK,493.8,680.99,9.3406,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7S,Whitecourt,Alberta,54.1501,-115.6855,Edmonton Intl,YEG,167.1,1331.0,3134.9,B,Banff / Lake Louise AB,295.5,476.02,7.0508,Kamloops BC,498.3,705.99,9.2368,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7V,Hinton,Alberta,53.4001,-117.5857,Grande Prairie Airport,YQU,215.1,1200.3,3248.2,B,Banff / Lake Louise AB,239.6,315.23,5.5126,Fernie BC,467.1,659.12,9.6071,1399.7,1507.7,1610.3,YYZ,681.2,722.1
T7X,Spruce Grove North,Alberta,53.5334,-113.9187,Edmonton Intl,YEG,33.5,1343.7,3009.5,B,Banff / Lake Louise AB,264.1,448.91,6.5964,Waterton Lakes AB,498.5,578.19,7.0912,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7Y,Spruce Grove South,Alberta,53.4184,-113.8097,Edmonton Intl,YEG,19.5,1338.9,3000.3,B,Banff / Lake Louise AB,257.4,472.61,6.5086,Nelson BC,498.7,906.77,11.5609,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T7Z,Stony Plain,Alberta,53.5334,-114.0021,Edmonton Intl,YEG,37.4,1340.3,3015.0,B,Banff / Lake Louise AB,261.3,443.19,6.5285,Waterton Lakes AB,498.5,583.45,7.1771,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8A,Sherwood Park West,Alberta,53.528,-113.2512,Edmonton Intl,YEG,32.6,1371.1,2966.0,B,Banff / Lake Louise AB,289.5,487.32,6.6705,Waterton Lakes AB,499.9,574.25,7.0004,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8B,Sherwood Park Outer Southwest,Alberta,53.4397,-113.2952,Edmonton Intl,YEG,23.8,1362.3,2967.1,B,Banff / Lake Louise AB,280.1,476.53,6.4777,Waterton Lakes AB,489.9,563.46,6.8076,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8C,Sherwood Park Inner Southwest,Alberta,53.4391,-113.1903,Edmonton Intl,YEG,29.6,1366.7,2960.3,B,Banff / Lake Louise AB,284.6,483.56,6.5787,Prince Albert SK,494.5,556.84,6.9854,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8E,Sherwood Park Central,Alberta,53.5225,-113.1022,Edmonton Intl,YEG,39.5,1377.0,2956.2,B,Banff / Lake Louise AB,295.4,497.35,6.7659,Prince Albert SK,488.7,540.78,6.7301,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8G,Sherwood Park East,Alberta,53.5052,-112.9529,Edmonton Intl,YEG,46.9,1382.1,2946.1,B,Banff / Lake Louise AB,300.7,511.89,7.0633,Waterton Lakes AB,499.7,598.82,7.3932,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8H,Sherwood Park Northwest,Alberta,53.556,-113.2952,Edmonton Intl,YEG,33.3,1371.5,2969.4,B,Banff / Lake Louise AB,290.1,488.36,6.6873,Cranbrook BC,481.2,692.93,8.6608,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8L,Fort Saskatchewan,Alberta,53.7168,-113.2187,Edmonton Intl,YEG,51.2,1387.5,2967.6,B,Banff / Lake Louise AB,307.2,510.72,6.9812,Cranbrook BC,499.7,715.3,8.9547,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8N,St. Albert,Alberta,53.6334,-113.6353,Edmonton Intl,YEG,36.2,1363.5,2993.0,B,Banff / Lake Louise AB,283.6,495.83,6.7569,Saskatoon SK,496.0,538.94,6.4649,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8R,Morinville,Alberta,53.8001,-113.652,Edmonton Intl,YEG,54.7,1376.4,2997.3,B,Banff / Lake Louise AB,298.6,514.65,7.045,Cranbrook BC,498.8,719.22,9.0185,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8S,Peace River,Alberta,56.2501,-117.286,Grande Prairie Airport,YQU,155.5,1492.1,3275.6,B,Jasper AB,378.9,569.38,7.1707,Red Deer AB,496.8,611.48,7.646,1399.7,1507.7,1610.3,YYZ,681.2,722.1
T8T,St. Albert,Alberta,53.6867,-113.7102,Edmonton Intl,YEG,42.8,1364.7,2998.9,B,Banff / Lake Louise AB,285.9,501.66,6.8554,Prince Albert NP SK,486.8,652.11,8.8,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T8V,Grande Prairie Central,Alberta,55.1808,-118.9103,Grande Prairie Airport,YQU,1.6,1348.0,3356.6,B,Banff / Lake Louise AB,454.9,640.63,9.692,Fort McMurray AB,499.0,756.73,9.3326,1399.7,1507.7,1610.3,YYZ,681.2,722.1
T8W,Grande Prairie South,Alberta,55.1303,-118.7946,Grande Prairie Airport,YQU,7.9,1344.9,3348.6,B,Banff / Lake Louise AB,446.6,629.5,9.4839,Fort McMurray AB,494.5,758.24,9.4245,1399.7,1507.7,1610.3,YYZ,681.2,722.1
T8X,Grande Prairie East,Alberta,55.1834,-118.7457,Grande Prairie Airport,YQU,8.9,1351.4,3346.3,B,Banff / Lake Louise AB,450.5,638.59,9.6756,Fort McMurray AB,489.3,746.37,9.2075,1399.7,1507.7,1610.3,YYZ,681.2,722.1
T9A,Wetaskiwin,Alberta,52.9668,-113.3687,Calgary Intl,YYC,210.8,1322.6,2963.3,B,Banff / Lake Louise AB,238.9,413.31,5.9224,Swift Current SK,486.6,583.56,7.7698,1471.4,1377.6,1594.5,YYZ,567.3,660.9
T9C,Vegreville,Alberta,53.5001,-112.0518,Edmonton Intl,YEG,103.5,1421.5,2887.5,B,Banff / Lake Louise AB,344.1,573.86,7.7079,Fernie BC,490.7,682.2,8.3854,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9E,Leduc,Alberta,53.2668,-113.552,Calgary Intl,YYC,241.5,1337.8,2980.7,B,Banff / Lake Louise AB,254.4,442.64,6.0839,Nelson BC,493.4,876.8,11.1363,1471.4,1377.6,1594.5,YYZ,567.3,660.9
T9G,Devon,Alberta,53.3668,-113.7353,Edmonton Intl,YEG,12.1,1337.9,2994.5,B,Banff / Lake Louise AB,255.6,461.31,6.3529,Nelson BC,496.3,895.48,11.4052,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9H,Fort McMurray Outer Central,Alberta,56.664,-111.1357,Fort McMurray Intl,YMM,5.4,1715.0,2922.2,B,Prince Albert NP SK,427.5,872.39,11.7215,Lloydminster AB/SK,382.3,576.3,7.1223,1465.1,1693.1,1647.4,YYZ,563.6,744.5
T9J,Fort McMurray Inner Central,Alberta,56.707,-111.3771,Fort McMurray Intl,YMM,11.2,1709.9,2937.7,B,Prince Albert NP SK,441.6,865.66,11.6719,Grande Prairie AB,492.2,750.33,9.365,1465.1,1693.1,1647.4,YYZ,563.6,744.5
T9K,Fort McMurray Northwest,Alberta,56.7538,-111.435,Fort McMurray Intl,YMM,17.1,1711.9,2942.7,B,Prince Albert NP SK,447.7,871.79,11.7028,Grande Prairie AB,490.4,756.46,9.3959,1465.1,1693.1,1647.4,YYZ,563.6,744.5
T9M,Cold Lake,Alberta,54.4502,-110.2017,Fort McMurray Intl,YMM,253.2,1575.5,2794.1,B,Drumheller AB,372.0,492.75,6.3871,Medicine Hat AB,491.3,595.23,7.6949,1465.1,1693.1,1647.4,YYZ,563.6,744.5
T9N,Bonnyville,Alberta,54.2668,-110.7351,Edmonton Intl,YEG,215.0,1537.9,2822.3,B,Banff / Lake Louise AB,464.9,720.89,9.6354,Swift Current SK,485.7,586.6,7.4181,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9S,Athabasca,Alberta,54.7169,-113.2854,Edmonton Intl,YEG,157.7,1467.5,2994.1,B,Banff / Lake Louise AB,399.1,626.55,8.4447,Prince Albert NP SK,459.7,672.05,9.4101,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9V,Lloydminster,Alberta,53.2717,-110.0853,Edmonton Intl,YEG,232.3,1498.4,2754.6,B,Banff / Lake Louise AB,442.8,675.01,9.2032,Regina SK,489.4,538.35,6.4876,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9W,Wainwright,Alberta,52.839,-110.8572,Edmonton Intl,YEG,189.3,1431.5,2795.0,B,Banff / Lake Louise AB,376.6,594.05,8.2914,Jasper AB,484.9,573.87,7.2323,1585.0,1424.0,1586.8,YYZ,581.7,632.3
T9X,Vermilion,Alberta,53.3669,-110.8517,Edmonton Intl,YEG,181.2,1467.7,2806.6,B,Banff / Lake Louise AB,402.0,624.61,8.6734,Moose Jaw SK,491.4,562.21,6.8332,1585.0,1424.0,1586.8,YYZ,581.7,632.3
V0A,Upper Columbia Region (Golden),British Columbia,51.2994,-116.939,Calgary Intl,YYC,204.4,1040.7,3187.5,B,Banff / Lake Louise AB,73.5,84.48,1.911,Vancouver BC,492.9,732.29,9.3741,1471.4,1377.6,1594.5,YYZ,567.3,660.9
V0B,East Kootenays (Fernie),British Columbia,49.6775,-115.5636,Calgary Intl,YYC,193.6,1000.0,3085.5,B,Banff / Lake Louise AB,203.9,276.47,5.0236,Jasper AB,396.2,501.37,7.7087,1471.4,1377.6,1594.5,YYZ,567.3,660.9
V0C,Northern British Columbia (Fort Nelson),British Columbia,58.3874,-125.7167,Fort St. John Airport,YXJ,382.5,1678.5,3811.6,B,Fort St. John BC,376.4,638.4,11.7342,Terrace / Kitimat BC,465.5,1169.55,20.2629,1408.4,1441.3,1519.2,YYZ,588.9,747.2
V0E,Central Okanagan and High Country (Revelstoke),British Columbia,51.505,-119.2034,Kelowna Intl,YLW,172.7,972.6,3345.2,B,Banff / Lake Louise AB,226.7,508.35,10.3434,Lethbridge AB,492.4,886.05,14.3452,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V0G,West Kootenays (Rossland),British Columbia,50.053,-117.4291,Kelowna Intl,YLW,139.7,931.2,3219.3,B,Banff / Lake Louise AB,192.1,374.59,6.3516,Medicine Hat AB,482.0,803.73,10.8541,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V0H,South Okanagan (Summerland),British Columbia,49.4089,-119.0054,Kelowna Intl,YLW,66.5,821.0,3334.3,B,Banff / Lake Louise AB,318.3,529.23,9.11,Red Deer AB,483.6,841.08,12.2148,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V0J,Omineca and Yellowhead (Smithers),British Columbia,55.9964,-126.8574,Smithers Airport,YYD,131.9,1433.0,3861.5,B,Prince Rupert BC,288.7,939.95,16.5876,Quesnel BC,438.1,549.37,11.5408,1270.3,1385.4,1715.2,YYZ,660.0,983.2
V0K,Cariboo and West Okanagan (100 Mile House),British Columbia,51.4367,-121.6384,Kelowna Intl,YLW,229.0,904.7,3513.9,B,Banff / Lake Louise AB,395.5,642.28,11.1136,Dawson Creek BC,489.4,786.9,11.5016,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V0L,Chilcotin (Alexis Creek),British Columbia,52.0993,-123.6526,Prince George Intl,YXS,209.4,968.7,3650.9,B,Vancouver BC,315.4,693.47,9.7717,Fort St. John BC,496.3,823.68,11.1368,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V0M,Harrison Lake Region (Agassiz),British Columbia,49.6346,-122.038,Vancouver Intl,YVR,96.0,716.0,3551.3,B,Banff / Lake Louise AB,478.4,763.91,12.503,Prince George BC,478.7,747.48,11.9142,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V0N,"North Island, Sunshine Coast, and Southern Gulf Islands (Whistler)",British Columbia,51.2944,-126.0745,Nanaimo Airport,YCD,294.5,929.4,3822.2,B,Vancouver BC,306.7,811.98,13.4104,Kelowna / Okanagan BC,493.6,713.0,12.0143,1526.0,1858.5,1275.0,YYZ,615.1,941.2
V0P,North Central Island and Bute Inlet Region (Gold River),British Columbia,49.8866,-126.2673,Vancouver Intl,YVR,235.5,817.1,3851.0,B,Vancouver BC,236.5,402.03,7.7261,Kelowna / Okanagan BC,488.7,762.17,11.9986,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V0R,Central Island (Chemainus),British Columbia,49.027,-124.8461,Vancouver Intl,YVR,122.6,703.1,3760.4,B,Vancouver BC,128.7,214.7,5.3276,Quesnel BC,469.2,846.92,13.6593,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V0S,Juan de Fuca Shore (Sooke),British Columbia,48.5432,-123.672,Vancouver Intl,YVR,81.0,650.0,3681.6,B,Vancouver BC,91.6,136.97,4.0586,Revelstoke BC,478.5,668.02,10.4976,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V0T,Inside Passage and the Queen Charlottes (Queen Charlotte City),British Columbia,52.2338,-126.2134,Smithers Airport,YYD,295.1,1025.7,3824.7,B,Vancouver BC,393.6,999.55,15.1985,Victoria BC,468.9,1082.32,17.6087,1270.3,1385.4,1715.2,YYZ,660.0,983.2
V0V,Lower Skeena (Port Edward),British Columbia,53.9725,-129.8986,Prince Rupert Airport,YPR,49.8,1305.7,4059.0,B,Prince Rupert BC,47.0,35.95,0.4393,Prince George BC,467.7,683.88,9.0814,1641.0,1758.5,1440.4,YYZ,809.7,838.4
V0W,Atlin Region (Atlin),British Columbia,59.6378,-133.5433,Whitehorse Intl,YXY,146.0,1955.5,4267.2,B,Whitehorse YK,146.7,187.02,2.8876,Whitehorse YK,146.7,187.02,2.8876,1666.3,1359.0,1596.6,YYZ,790.4,827.0
V0X,Similkameen (Hope),British Columbia,49.3688,-120.6569,Vancouver Intl,YVR,184.1,748.8,3453.9,B,Banff / Lake Louise AB,410.0,641.52,10.025,Waterton Lakes AB,491.8,852.19,12.2784,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V1A,Kimberley,British Columbia,49.6832,-115.9855,Calgary Intl,YYC,211.4,979.0,3115.9,B,Banff / Lake Louise AB,201.7,266.82,4.6471,Jasper AB,383.5,491.72,7.3321,1471.4,1377.6,1594.5,YYZ,567.3,660.9
V1B,Vernon East,British Columbia,50.084,-118.938,Kelowna Intl,YLW,34.5,866.8,3327.0,B,Banff / Lake Louise AB,263.5,434.25,7.9489,Prince George BC,499.6,696.95,10.5815,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1C,Cranbrook,British Columbia,49.4999,-115.7688,Calgary Intl,YYC,218.2,980.3,3100.2,B,Banff / Lake Louise AB,222.3,281.42,4.8357,Jasper AB,408.3,506.32,7.5207,1471.4,1377.6,1594.5,YYZ,567.3,660.9
V1E,Salmon Arm,British Columbia,50.6998,-119.2691,Kelowna Intl,YLW,83.1,900.4,3349.4,B,Banff / Lake Louise AB,249.5,335.65,5.2868,Grande Prairie AB,498.2,946.25,12.3233,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1G,Dawson Creek,British Columbia,55.7666,-120.2362,Grande Prairie Airport,YQU,107.3,1390.6,3448.0,B,Jasper AB,350.7,525.9,6.9351,Smithers BC,452.2,774.5,10.1416,1399.7,1507.7,1610.3,YYZ,681.2,722.1
V1H,Vernon West,British Columbia,50.2868,-119.4975,Kelowna Intl,YLW,37.7,859.0,3366.3,B,Banff / Lake Louise AB,284.2,405.6,6.7775,Drumheller AB,494.0,705.42,9.8968,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1J,Fort St. John,British Columbia,56.2499,-120.8529,Grande Prairie Airport,YQU,171.3,1437.1,3493.0,B,Jasper AB,415.7,599.84,7.9855,Williams Lake BC,464.4,677.07,8.7804,1399.7,1507.7,1610.3,YYZ,681.2,722.1
V1K,Merritt,British Columbia,50.1122,-120.7942,Vancouver Intl,YVR,199.7,797.2,3459.2,B,Banff / Lake Louise AB,374.9,531.06,7.7675,Prince George BC,443.7,557.43,7.5168,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V1L,Nelson,British Columbia,49.4999,-117.2855,Kelowna Intl,YLW,158.7,905.3,3209.7,B,Banff / Lake Louise AB,241.9,510.85,7.9166,Nanaimo BC,483.5,846.48,12.954,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1M,Langley Township North,British Columbia,49.1661,-122.5792,Vancouver Intl,YVR,43.9,663.9,3594.7,B,Vancouver BC,41.4,47.69,0.8265,Cranbrook BC,494.7,801.67,10.668,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V1N,Castlegar,British Columbia,49.2998,-117.6689,Kelowna Intl,YLW,143.1,876.3,3238.0,B,Banff / Lake Louise AB,273.7,509.08,7.8433,Sunshine Coast BC,456.0,723.16,10.6599,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1P,Kelowna East,British Columbia,49.8959,-119.1724,Kelowna Intl,YLW,16.2,844.0,3344.3,B,Banff / Lake Louise AB,289.6,448.82,7.4218,Tofino BC,492.9,813.19,12.791,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1R,Trail,British Columbia,49.0998,-117.7022,Kelowna Intl,YLW,153.9,864.5,3241.2,B,Banff / Lake Louise AB,294.8,508.09,7.8726,Williams Lake BC,460.8,761.66,10.4497,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1S,Kamloops Southwest,British Columbia,50.5583,-120.5477,Vancouver Intl,YVR,241.9,843.9,3439.9,B,Banff / Lake Louise AB,339.4,478.62,7.6758,Tofino BC,414.6,738.7,11.7522,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V1T,Vernon Central,British Columbia,50.2604,-119.2774,Kelowna Intl,YLW,34.6,865.7,3350.7,B,Banff / Lake Louise AB,272.2,380.55,6.0429,Tofino BC,492.2,832.43,12.7957,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1V,Kelowna North,British Columbia,49.9497,-119.4339,Kelowna Intl,YLW,4.1,836.8,3362.8,B,Banff / Lake Louise AB,300.8,424.12,6.9182,Prince George BC,496.2,697.04,9.5218,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1W,Kelowna Southwest,British Columbia,49.812,-119.5076,Kelowna Intl,YLW,18.5,824.4,3368.6,B,Banff / Lake Louise AB,314.2,439.34,7.0333,Red Deer AB,482.7,751.19,10.1381,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1X,Kelowna East Central,British Columbia,50.0528,-119.2858,Kelowna Intl,YLW,12.6,850.2,3351.9,B,Banff / Lake Louise AB,285.5,414.89,7.3534,Prince George BC,490.7,677.59,9.9861,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1Y,Kelowna Central,British Columbia,49.8928,-119.4852,Kelowna Intl,YLW,10.4,830.8,3366.7,B,Banff / Lake Louise AB,307.5,428.66,6.8562,Lethbridge AB,477.9,806.37,10.858,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V1Z,Kelowna West,British Columbia,49.8625,-119.5833,Kelowna Intl,YLW,18.0,824.7,3373.8,B,Banff / Lake Louise AB,315.1,438.33,7.0339,Lethbridge AB,484.9,816.04,11.0357,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V2A,Penticton,British Columbia,49.4806,-119.5858,Kelowna Intl,YLW,54.9,800.0,3375.8,B,Banff / Lake Louise AB,342.3,494.38,7.9279,Lethbridge AB,487.2,810.54,11.1065,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V2B,Kamloops Northwest,British Columbia,50.8869,-120.7357,Kelowna Intl,YLW,141.3,868.7,3452.2,B,Banff / Lake Louise AB,341.8,491.83,8.1639,Grande Prairie AB,493.7,876.27,12.0596,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V2C,Kamloops Central and Southeast,British Columbia,50.5437,-120.0937,Kelowna Intl,YLW,82.8,857.7,3407.8,B,Banff / Lake Louise AB,310.0,450.38,7.4533,Red Deer AB,475.9,762.22,10.5581,1918.1,1599.4,1918.6,YYZ,647.9,697.5
