fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
T9G,B,Banff / Lake Louise AB,Nelson BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9H,B,Prince Albert NP SK,Lloydminster AB/SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9J,B,Prince Albert NP SK,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9K,B,Prince Albert NP SK,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9M,B,Drumheller AB,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9N,B,Banff / Lake Louise AB,Swift Current SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9S,B,Banff / Lake Louise AB,Prince Albert NP SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9V,B,Banff / Lake Louise AB,Regina SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9W,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
T9X,B,Banff / Lake Louise AB,Moose Jaw SK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0A,B,Banff / Lake Louise AB,Vancouver BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0B,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0C,B,Fort St. John BC,Terrace / Kitimat BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0E,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0G,B,Banff / Lake Louise AB,Medicine Hat AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0H,B,Banff / Lake Louise AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0J,B,Prince Rupert BC,Quesnel BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0K,B,Banff / Lake Louise AB,Dawson Creek BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0L,B,Vancouver BC,Fort St. John BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0M,B,Banff / Lake Louise AB,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0N,B,Vancouver BC,Kelowna / Okanagan BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0P,B,Vancouver BC,Kelowna / Okanagan BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0R,B,Vancouver BC,Quesnel BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0S,B,Vancouver BC,Revelstoke BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0T,B,Vancouver BC,Victoria BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0V,B,Prince Rupert BC,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0W,B,Whitehorse YK,Whitehorse YK,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V0X,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1A,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1B,B,Banff / Lake Louise AB,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1C,B,Banff / Lake Louise AB,Jasper AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1E,B,Banff / Lake Louise AB,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1G,B,Jasper AB,Smithers BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1H,B,Banff / Lake Louise AB,Drumheller AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1J,B,Jasper AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1K,B,Banff / Lake Louise AB,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1L,B,Banff / Lake Louise AB,Nanaimo BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1M,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1N,B,Banff / Lake Louise AB,Sunshine Coast BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1P,B,Banff / Lake Louise AB,Tofino BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1R,B,Banff / Lake Louise AB,Williams Lake BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1S,B,Banff / Lake Louise AB,Tofino BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1T,B,Banff / Lake Louise AB,Tofino BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1V,B,Banff / Lake Louise AB,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1W,B,Banff / Lake Louise AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1X,B,Banff / Lake Louise AB,Prince George BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1Y,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V1Z,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2A,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2B,B,Banff / Lake Louise AB,Grande Prairie AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2C,B,Banff / Lake Louise AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2E,B,Banff / Lake Louise AB,Red Deer AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2G,B,Banff / Lake Louise AB,Canmore AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2H,B,Banff / Lake Louise AB,Waterton Lakes AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2J,B,Banff / Lake Louise AB,Tofino BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2K,B,Whistler BC,Sunshine Coast BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2L,B,Whistler BC,Prince Rupert BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2M,B,Whistler BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2N,B,Vancouver BC,Prince Rupert BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2P,B,Banff / Lake Louise AB,Fernie BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2R,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2S,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2T,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2V,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2W,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2X,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2Y,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V2Z,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3A,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3B,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3C,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3E,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3G,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3H,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3J,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3K,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3L,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3M,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3N,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3R,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3S,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3T,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3V,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3W,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3X,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3Y,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V3Z,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4A,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4B,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4C,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4E,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4G,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4K,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4L,B,Vancouver BC,Quesnel BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4M,B,Vancouver BC,Quesnel BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4N,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4P,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4R,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4S,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4T,B,Banff / Lake Louise AB,Lethbridge AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4V,B,Banff / Lake Louise AB,Drumheller AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4W,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4X,B,Vancouver BC,Cranbrook BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V4Z,B,Banff / Lake Louise AB,Canmore AB,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5A,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5B,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5C,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5E,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5G,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5H,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5J,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5K,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5L,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5M,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5N,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5P,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5R,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5S,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5T,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5V,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
V5W,B,Vancouver BC,Golden BC,"Toronto, Canada","New York, United States","London, England","Paris, France","Tokyo, Japan"
